k,nis,nees,trP_pred,trP_upd,varPx_pred,varPy_pred,varPz_pred,varPx_upd,varPy_upd,varPz_upd,Kx,Ky,Kz,pos_err,ang_err
128,0.06299705494691651,0.14502444486731234,0.36432606072544377,0.3617550984327801,0.0021787790993314862,0.0021787790993314862,0.0021787790993314862,0.0017889963202067465,0.0017889963202067465,0.0017889963202067465,0.17889963202067463,0.0,0.0,0.0017540384518944286,2.324674122717882
129,nan,nan,0.3633255364750652,nan,0.001979142334301794,0.001979142334301794,0.001979142334301794,nan,nan,nan,nan,nan,nan,0.0017850403075975762,2.5041621648509715
130,0.05938115753756021,0.14133370225625067,0.3649239014742495,0.36235334859949136,0.00217859733402989,0.00217859733402989,0.00217859733402989,0.0017888737711545587,0.0017888737711545587,0.0017888737711545587,0.17888737711545583,0.0,0.0,0.0008613442199594107,2.311999734210317
131,nan,nan,0.363923737583119,nan,0.001979003432363749,0.001979003432363749,0.001979003432363749,nan,nan,nan,nan,nan,nan,0.0008698029925940112,2.491497375646233
132,0.046244913844909974,0.13961338360121275,0.36552205045218444,0.3629518491375145,0.0021784410553855695,0.0021784410553855695,0.0021784410553855695,0.001788768402686661,0.001788768402686661,0.001788768402686661,0.17887684026866607,0.0,0.0,0.0009138967168408406,2.3339348390168215
133,nan,nan,0.3645221960327669,nan,0.0019788840344374765,0.0019788840344374765,0.0019788840344374765,nan,nan,nan,nan,nan,nan,0.0009184475995717003,2.5134392859003216
134,0.06568561028217446,0.12945824097549063,0.3661204641838238,0.3635505646295188,0.002178306751456449,0.002178306751456449,0.002178306751456449,0.0017886778481712466,0.0017886778481712466,0.0017886778481712466,0.17886778481712468,0.0,0.0,0.0005279050807350104,2.2831402209844316
135,nan,nan,0.3651208754296694,nan,0.001978781448221465,0.001978781448221465,0.001978781448221465,nan,nan,nan,nan,nan,nan,0.0005311750479595903,2.4626251698856434
136,0.038233236951107696,0.13731640479011614,0.36671910523489526,0.3641494645974078,0.002178191383296717,0.002178191383296717,0.002178191383296717,0.0017886000595164456,0.0017886000595164456,0.0017886000595164456,0.17886000595164456,0.0,0.0,0.000848706822452236,2.349855277455608
137,nan,nan,0.3657197444533143,nan,0.00197869334481861,0.00197869334481861,0.00197869334481861,nan,nan,nan,nan,nan,nan,0.0008658638001078729,2.5293085520763934
138,0.07203503184669029,0.12575278192531897,0.36731794138839835,0.36474852282568815,0.0021780923231799485,0.0021780923231799485,0.0021780923231799485,0.0017885332656200489,0.0017885332656200489,0.0017885332656200489,0.1788533265620049,0.0,0.0,0.0007283268778366776,2.2836702380473395
139,nan,nan,0.3663187761622557,nan,0.001978617711142569,0.001978617711142569,0.001978617711142569,nan,nan,nan,nan,nan,nan,0.0007619657472152314,2.4631364236487356
140,0.03470349726182285,0.13333320286326714,0.36791694493048793,0.3653477167754836,0.0021780073005532963,0.0021780073005532963,0.0021780073005532963,0.0017884759360050147,0.0017884759360050147,0.0017884759360050147,0.17884759360050148,0.0,0.0,0.0005747311798466668,2.342764288402685
141,nan,nan,0.3669179473923693,nan,0.0019785528083002546,0.0019785528083002546,0.0019785528083002546,nan,nan,nan,nan,nan,nan,0.0006011657600398164,2.522235702410232
142,0.03546038111485486,0.14368422470652262,0.3685160920319099,0.36594702707738064,0.002177934354813771,0.002177934354813771,0.002177934354813771,0.0017884267490347109,0.0017884267490347109,0.0017884267490347109,0.17884267490347106,0.0,0.0,0.00130337007995724,2.4294812626831996
143,nan,nan,0.3675172382360117,nan,0.001978497135245059,0.001978497135245059,0.001978497135245059,nan,nan,nan,nan,nan,nan,0.0013457080791959767,2.608892285980447
144,0.07175431984906644,0.13625202608517248,0.36911536221255997,0.3665464370927845,0.0021778717940944617,0.0021778717940944617,0.0021778717940944617,0.0017883845641654722,0.0017883845641654722,0.0017883845641654722,0.1788384564165472,0.0,0.0,0.0008501925490813177,2.359050250456211
145,nan,nan,0.3681166315915007,nan,0.001978449397070883,0.001978449397070883,0.001978449397070883,nan,nan,nan,nan,nan,nan,0.000882938808371064,2.538512283255281
146,0.08040519841085388,0.13601853633492075,0.36971473787829845,0.3671459325347692,0.002177818159336801,0.002177818159336801,0.002177818159336801,0.0017883483977522326,0.0017883483977522326,0.0017883483977522326,0.17883483977522327,0.0,0.0,0.0015991194849534005,2.288135325415217
147,nan,nan,0.36871611277366967,nan,0.0019784084773857287,0.0019784084773857287,0.0019784084773857287,nan,nan,nan,nan,nan,nan,0.0016435928586754395,2.4675608648672465
148,0.04826923539678712,0.13356687368599826,0.3703142039205277,0.3677455011405578,0.002177772193005068,0.002177772193005068,0.002177772193005068,0.001788317401976023,0.001788317401976023,0.001788317401976023,0.17883174019760228,0.0,0.0,0.0010116355043749703,2.299753891735931
149,nan,nan,0.3693156691774278,nan,0.0019783734142660137,0.0019783734142660137,0.0019783734142660137,nan,nan,nan,nan,nan,nan,0.001042455091223145,2.4792514103930148
150,0.027299042772386085,0.148708654117181,0.37091374737024496,0.3683451323887719,0.002177732811871746,0.002177732811871746,0.002177732811871746,0.0017882908465102244,0.0017882908465102244,0.0017882908465102244,0.17882908465102243,0.0,0.0,0.0010855664710805303,2.3944101338723915
151,nan,nan,0.3699152899872886,nan,0.00197834337934912,0.00197834337934912,0.00197834337934912,nan,nan,nan,nan,nan,nan,0.001113982602549847,2.5739130438065745
152,0.06921221621690991,0.14493160651848752,0.37151335709934435,0.3689448172554756,0.0021776990833676855,0.0021776990833676855,0.0021776990833676855,0.0017882681025859716,0.0017882681025859716,0.0017882681025859716,0.17882681025859712,0.0,0.0,0.0011974601752766814,2.3318438988945474
153,nan,nan,0.3705149659267354,nan,0.0019783176596725664,0.0019783176596725664,0.0019783176596725664,nan,nan,nan,nan,nan,nan,0.0012224074388147586,2.5113486603993986
154,0.0502646822752201,0.14840641992983655,0.37211302356286696,0.36954454800381176,0.0021776702050497585,0.0021776702050497585,0.0021776702050497585,0.0017882486291562866,0.0017882486291562866,0.0017882486291562866,0.17882486291562863,0.0,0.0,0.001814247138790552,2.350211296864874
155,nan,nan,0.37111468904208444,nan,0.0019782956419138508,0.0019782956419138508,0.0019782956419138508,nan,nan,nan,nan,nan,nan,0.0018578935044030048,2.5296295085237697
156,0.04533376419166123,0.15150344180663566,0.37271273857671694,0.3701443180027062,0.002177645486791336,0.002177645486791336,0.002177645486791336,0.0017882319608937146,0.0017882319608937146,0.0017882319608937146,0.17882319608937142,0.0,0.0,0.0016253609933846336,2.368457184468964
157,nan,nan,0.37171445251620283,nan,0.0019782767987259232,0.0019782767987259232,0.0019782767987259232,nan,nan,nan,nan,nan,nan,0.0016631332490887785,2.547894012955106
158,0.08056078861616954,0.14635506470707255,0.373312495126069,0.3707441215707071,0.0021776243353479837,0.0021776243353479837,0.0021776243353479837,0.0017882176977877325,0.0017882176977877325,0.0017882176977877325,0.17882176977877326,0.0,0.0,0.0024134876254461343,2.2793680746255003
159,nan,nan,0.37231425050804334,nan,0.0019782606768998074,0.0019782606768998074,0.0019782606768998074,nan,nan,nan,nan,nan,nan,0.0024666146583070124,2.4588218192610367
160,0.04988699846160607,0.15442018386090176,0.37391228720032216,0.371343953841545,0.0021776062409927456,0.0021776062409927456,0.0021776062409927456,0.0017882054961363427,0.0017882054961363427,0.0017882054961363427,0.17882054961363428,0.0,0.0,0.002660441712745817,2.296135280031728
161,nan,nan,0.3729140780144914,nan,0.001978246887118469,0.001978246887118469,0.001978246887118469,nan,nan,nan,nan,nan,nan,0.0027151641419921892,2.475418668807106
162,0.05441369065770544,0.15354702602898712,0.37451210965099413,0.3719438106484509,0.002177590765952721,0.002177590765952721,0.002177590765952721,0.0017881950607512927,0.0017881950607512927,0.0017881950607512927,0.17881950607512928,0.0,0.0,0.002491297487186084,2.2953726878009735
163,nan,nan,0.37351393075148187,nan,0.001978235095094953,0.001978235095094953,0.001978235095094953,nan,nan,nan,nan,nan,nan,0.0025410556805222488,2.4747846208889697
164,0.040604638288423194,0.1528777152315331,0.3751119580694323,0.372543688424663,0.002177577534411755,0.002177577534411755,0.002177577534411755,0.0017881861382186175,0.0017881861382186175,0.0017881861382186175,0.17881861382186173,0.0,0.0,0.001444139367570061,2.345292434856527
165,nan,nan,0.3741138050517476,nan,0.001978225013913503,0.001978225013913503,0.001978225013913503,nan,nan,nan,nan,nan,nan,0.0014666349494286803,2.5247446505513818
166,0.07080711264537287,0.14712999507803645,0.3757118286816274,0.37314358411789733,0.0021775662238734147,0.0021775662238734147,0.0021775662238734147,0.0017881785110759009,0.0017881785110759009,0.0017881785110759009,0.17881785110759013,0.0,0.0,0.0015716598750481123,2.2771164046789645
167,nan,nan,0.3747136977769149,nan,0.0019782163974150727,0.0019782163974150727,0.0019782163974150727,nan,nan,nan,nan,nan,nan,0.0015948371770914472,2.4565340065078
168,0.05766945160060914,0.14141347752912686,0.37631171825778265,0.3737434951168554,0.002177556557704337,0.002177556557704337,0.002177556557704337,0.0017881719927850953,0.0017881719927850953,0.0017881719927850953,0.17881719927850953,0.0,0.0,0.0017730786179424908,2.2668983567819208
169,nan,nan,0.37531360624196625,nan,0.001978209034488706,0.001978209034488706,0.001978209034488706,nan,nan,nan,nan,nan,nan,0.0018017449216354594,2.4461671664460702
170,0.03970353919542868,0.14040023740025087,0.37691162403460277,0.37434341918810193,0.0021775482987009005,0.0021775482987009005,0.0021775482987009005,0.001788166423395094,0.001788166423395094,0.001788166423395094,0.17881664233950942,0.0,0.0,0.001876035096248787,2.311746563539967
171,nan,nan,0.3759135281503604,nan,0.0019782027441479105,0.0019782027441479105,0.0019782027441479105,nan,nan,nan,nan,nan,nan,0.0019102637007256383,2.490964313979681
172,0.05089577137413025,0.14878201877489203,0.37751154364854356,0.37494335442187327,0.0021775412435422864,0.0021775412435422864,0.0021775412435422864,0.0017881616658018138,0.0017881616658018138,0.0017881616658018138,0.17881616658018135,0.0,0.0,0.0026512083939199318,2.315181106331612
173,nan,nan,0.376513461538328,nan,0.001978197371286729,0.001978197371286729,0.001978197371286729,nan,nan,nan,nan,nan,nan,0.002700420418442142,2.4943941715185334
174,0.07842657106670842,0.14228634873527682,0.3781114750784999,0.37554329918556983,0.0021775352180107045,0.0021775352180107045,0.0021775352180107045,0.0017881576025254326,0.0017881576025254326,0.0017881576025254326,0.17881576025254328,0.0,0.0,0.0026231087449982054,2.2243024147997383
175,nan,nan,0.377113404727065,nan,0.0019781927830238304,0.0019781927830238304,0.0019781927830238304,nan,nan,nan,nan,nan,nan,0.0026685559696645257,2.4034856435550433
176,0.045707149906190944,0.13557872834193335,0.3787114165966187,0.37614325208386074,0.0021775300728750537,0.0021775300728750537,0.0021775300728750537,0.0017881541329348978,0.0017881541329348978,0.0017881541329348978,0.1788154132934898,0.0,0.0,0.0012231583851790274,2.263365802084216
177,nan,nan,0.3777133562817209,nan,0.0019781888655549433,0.0019781888655549433,0.0019781888655549433,nan,nan,nan,nan,nan,nan,0.001236555096959635,2.4426565637678226
178,0.0351249793856057,0.13978651201835565,0.3793113667260997,0.37674321192447147,0.002177525680347892,0.002177525680347892,0.002177525680347892,0.0017881511708589422,0.0017881511708589422,0.0017881511708589422,0.17881511708589423,0.0,0.0,0.0014851330297157193,2.3211044372986547
179,nan,nan,0.3783133149762279,nan,0.0019781855214443967,0.0019781855214443967,0.0019781855214443967,nan,nan,nan,nan,nan,nan,0.0015087243538168765,2.500486392609522
180,0.061552599591992836,0.13263114449245897,0.3799113242050071,0.3773431776888564,0.0021775219310374745,0.0021775219310374745,0.0021775219310374745,0.0017881486425308853,0.0017881486425308853,0.0017881486425308853,0.17881486425308854,0.0,0.0,0.001265493603238564,2.2884470584498118
181,nan,nan,0.3789132797631509,nan,0.001978182667295729,0.001978182667295729,0.001978182667295729,nan,nan,nan,nan,nan,nan,0.0012881275824922578,2.4679411631077817
182,0.036460068866641805,0.14147860329690692,0.38051128795524475,0.37794314850706734,0.0021775187313270053,0.0021775187313270053,0.0021775187313270053,0.001788146484821475,0.001788146484821475,0.001788146484821475,0.17881464848214748,0.0,0.0,0.00124507122818202,2.345481704754815
183,nan,nan,0.37951324974785083,nan,0.001978180231749288,0.001978180231749288,0.001978180231749288,nan,nan,nan,nan,nan,nan,0.0012628329267756865,2.5249762422661743
184,0.040654248115424035,0.1410048418462814,0.38111125705596993,0.37854312363622494,0.0021775160011223175,0.0021775160011223175,0.0021775160011223175,0.0017881446437201405,0.0017881446437201405,0.0017881446437201405,0.17881446437201404,0.0,0.0,0.0012946618725455732,2.3991039879775813
185,nan,nan,0.3801132241663498,nan,0.0019781781537617474,0.0019781781537617474,0.0019781781537617474,nan,nan,nan,nan,nan,nan,0.001333478435652016,2.5785438470255797
186,0.02300433971445915,0.15198292075533898,0.38171123072081575,0.3791431024420816,0.0021775136719170713,0.0021775136719170713,0.0021775136719170713,0.0017881430730303355,0.0017881430730303355,0.0017881430730303355,0.17881430730303352,0.0,0.0,0.0019185950786199325,2.5187261579126057
187,nan,nan,0.38071320236637607,nan,0.0019781763811285015,0.0019781763811285015,0.0019781763811285015,nan,nan,nan,nan,nan,nan,0.0019683165119154717,2.698211340802252
188,0.06538199599174248,0.15024609757293336,0.382311208278385,0.37974308438323806,0.0021775116851314477,0.0021775116851314477,0.0021775116851314477,0.0017881417332492942,0.0017881417332492942,0.0017881417332492942,0.17881417332492938,0.0,0.0,0.0015320469139303507,2.473001624873351
189,nan,nan,0.38131318379113577,nan,0.001978174869215209,0.001978174869215209,0.001978174869215209,nan,nan,nan,nan,nan,nan,0.001566485570831071,2.6523869710698973
190,0.057818077476016784,0.14958554677360855,0.382911189155549,0.3803430689976344,0.00217750999068628,0.00217750999068628,0.00217750999068628,0.0017881405906065397,0.0017881405906065397,0.0017881405906065397,0.17881405906065395,0.0,0.0,0.0021167216607288117,2.467329060377067
191,nan,nan,0.38191316796542285,nan,0.0019781735798693333,0.0019781735798693333,0.0019781735798693333,nan,nan,nan,nan,nan,nan,0.00216294986592282,2.6464127475543573
192,0.03819446211156038,0.1540626027192247,0.3835111728631541,0.38094305589099225,0.0021775085457797503,0.0021775085457797503,0.0021775085457797503,0.0017881396162389802,0.0017881396162389802,0.0017881396162389802,0.17881396162389798,0.0,0.0,0.0024550178385141395,2.5121495512271372
193,nan,nan,0.3825131544837348,nan,0.001978172480486498,0.001978172480486498,0.001978172480486498,nan,nan,nan,nan,nan,nan,0.0025080319881711326,2.691386533441235
194,0.05279309531476358,0.15642040299106436,0.3841111589837901,0.38154304472692735,0.0021775073138382804,0.0021775073138382804,0.0021775073138382804,0.0017881387854834655,0.0017881387854834655,0.0017881387854834655,0.17881387854834657,0.0,0.0,0.002422860976526089,2.5082702697903216
195,nan,nan,0.3831131430001068,nan,0.0019781715432099513,0.0019781715432099513,0.0019781715432099513,nan,nan,nan,nan,nan,nan,0.0024743900315203084,2.68751791597674
196,0.06757194392351028,0.14826394569841445,0.3847111471613284,0.38214303521849546,0.0021775062636171494,0.0021775062636171494,0.0021775062636171494,0.0017881380772703074,0.0017881380772703074,0.0017881380772703074,0.17881380772703073,0.0,0.0,0.0024785447066770494,2.4491126586435565
197,nan,nan,0.38371313321941775,nan,0.0019781707442444044,0.0019781707442444044,0.0019781707442444044,nan,nan,nan,nan,nan,nan,0.0025334898733739824,2.628410218825346
198,0.06880560297745576,0.15276784469857504,0.38531113709197373,0.3827430271209636,0.0021775053684297396,0.0021775053684297396,0.0021775053684297396,0.0017881374736035314,0.0017881374736035314,0.0017881374736035314,0.17881374736035316,0.0,0.0,0.0021342397483581745,2.400843913776095
199,nan,nan,0.3843131248899573,nan,0.0019781700632681095,0.0019781700632681095,0.0019781700632681095,nan,nan,nan,nan,nan,nan,0.002183585658676285,2.5801107065273876
200,0.054990067499867706,0.1540551456977837,0.38591112851661474,0.3833430202256318,0.002177504605487237,0.002177504605487237,0.002177504605487237,0.001788136959115617,0.001788136959115617,0.001788136959115617,0.1788136959115617,0.0,0.0,0.0023492025380969896,2.3944190017040397
201,nan,nan,0.3849131177970728,nan,0.001978169482929283,0.001978169482929283,0.001978169482929283,nan,nan,nan,nan,nan,nan,0.002406143918635611,2.5736600242514807
202,0.07922450837089459,0.14176534066545676,0.38651112121428444,0.38394301435455364,0.0021775039553331528,0.0021775039553331528,0.0021775039553331528,0.0017881365206861726,0.0017881365206861726,0.0017881365206861726,0.17881365206861727,0.0,0.0,0.002519950903888105,2.307699523215719
203,nan,nan,0.38551311175773983,nan,0.001978168988414906,0.001978168988414906,0.001978168988414906,nan,nan,nan,nan,nan,nan,0.0025823222691583364,2.487057459158124
204,0.06427312749946765,0.13521521172053275,0.38711111499657275,0.3845430093560253,0.0021775034013591854,0.0021775034013591854,0.0021775034013591854,0.0017881361471154627,0.0017881361471154627,0.0017881361471154627,0.17881361471154628,0.0,0.0,0.0021824193129539354,2.2595946612951066
205,nan,nan,0.3861131066159238,nan,0.0019781685670816175,0.0019781685670816175,0.0019781685670816175,nan,nan,nan,nan,nan,nan,0.0022316529586035236,2.4390035213124253
206,0.07791479500997352,0.12704778086381222,0.3877111097028515,0.38514300510073285,0.002177502929390862,0.002177502929390862,0.002177502929390862,0.0017881358288449895,0.0017881358288449895,0.0017881358288449895,0.17881358288449897,0.0,0.0,0.0019871672291031073,2.1779787085528755
207,nan,nan,0.38671310223861743,nan,0.0019781682081398467,0.0019781682081398467,0.0019781682081398467,nan,nan,nan,nan,nan,nan,0.0020238622678848133,2.357337414301221
208,0.04336994300917325,0.12488735518201804,0.38831110519619694,0.385743001478462,0.0021775025273329932,0.0021775025273329932,0.0021775025273329932,0.00178813555771841,0.00178813555771841,0.00178813555771841,0.17881355577184105,0.0,0.0,0.0015557122934785421,2.217940568003186
209,nan,nan,0.3873130985124576,nan,0.0019781679023835887,0.0019781679023835887,0.0019781679023835887,nan,nan,nan,nan,nan,nan,0.0015795488159938374,2.3972527035864974
210,0.05426508909212095,0.13044875376577378,0.388911101359906,0.38634299839528863,0.002177502184866397,0.002177502184866397,0.002177502184866397,0.0017881353267770216,0.0017881353267770216,0.0017881353267770216,0.17881353267770217,0.0,0.0,0.001179691878754991,2.2162180713493873
211,nan,nan,0.3879130953408354,nan,0.001978167641959282,0.001978167641959282,0.001978167641959282,nan,nan,nan,nan,nan,nan,0.0011976371583374181,2.3955014216048953
212,0.036685586015663775,0.13485147916445334,0.3895110980945232,0.3869429957711807,0.0021775018931885436,0.0021775018931885436,0.0021775018931885436,0.001788135130084869,0.001788135130084869,0.001788135130084869,0.1788135130084869,0.0,0.0,0.0017907571444419274,2.2768669980316716
213,nan,nan,0.38851309264143064,nan,0.0019781674201681866,0.0019781674201681866,0.0019781674201681866,nan,nan,nan,nan,nan,nan,0.0018185245447886857,2.4560104649670698
214,0.06975606966500776,0.13708847886316486,0.3901110953153015,0.38754299353795124,0.002177501644791815,0.002177501644791815,0.002177501644791815,0.0017881349625792158,0.0017881349625792158,0.0017881349625792158,0.17881349625792156,0.0,0.0,0.0012965088855882267,2.235446206701541
215,nan,nan,0.3891130903441059,nan,0.0019781672312974476,0.0019781672312974476,0.0019781672312974476,nan,nan,nan,nan,nan,nan,0.001313517599092419,2.4147610808241415
216,0.06504801527929355,0.1331766049522201,0.3907110929500356,0.388142991637512,0.002177501433273981,0.002177501433273981,0.002177501433273981,0.0017881348199427385,0.0017881348199427385,0.0017881348199427385,0.17881348199427383,0.0,0.0,0.0008286022014476063,2.190647982656865
217,nan,nan,0.38971308838911095,nan,0.001978167070475716,0.001978167070475716,0.001978167070475716,nan,nan,nan,nan,nan,nan,0.000836279676283892,2.3699691867547137
218,0.0567446158061877,0.13445333008147198,0.39131109093721245,0.3887429900203827,0.0021775012531762327,0.0021775012531762327,0.0021775012531762327,0.0017881346984943067,0.0017881346984943067,0.0017881346984943067,0.17881346984943067,0.0,0.0,0.0008645075547414686,2.1681170913394463
219,nan,nan,0.3903130867255492,nan,0.001978166933549783,0.001978166933549783,0.001978166933549783,nan,nan,nan,nan,nan,nan,0.0008811614016511204,2.3473830024438698
220,0.045413299224641,0.13536795596922188,0.39191108922443424,0.3893429886444202,0.0021775010998448105,0.0021775010998448105,0.0021775010998448105,0.0017881345950956722,0.0017881345950956722,0.0017881345950956722,0.17881345950956726,0.0,0.0,0.0012314839572178488,2.204471611092349
221,nan,nan,0.39091308531007074,nan,0.0019781668169791948,0.0019781668169791948,0.0019781668169791948,nan,nan,nan,nan,nan,nan,0.0012519362948857095,2.3836173951630237
222,0.06701086735269843,0.13609052510292957,0.39251108776707155,0.38994298747373357,0.0021775009693128116,0.0021775009693128116,0.0021775009693128116,0.001788134507071766,0.001788134507071766,0.001788134507071766,0.1788134507071766,0.0,0.0,0.0026176700264956966,2.1771463203958827
223,nan,nan,0.391513084105757,nan,0.001978166717746243,0.001978166717746243,0.001978166717746243,nan,nan,nan,nan,nan,nan,0.0026796781019812676,2.356035784892794
224,0.040385621016990184,0.14519127435144302,0.393111086527116,0.39054298647776015,0.0021775008581992484,0.0021775008581992484,0.0021775008581992484,0.0017881344321426286,0.0017881344321426286,0.0017881344321426286,0.17881344321426285,0.0,0.0,0.0023985014635719486,2.2206063999284
225,nan,nan,0.39211308308116954,nan,0.00197816663327911,0.00197816663327911,0.00197816663327911,nan,nan,nan,nan,nan,nan,0.002453683836080726,2.399904559206288
226,0.026343004216590925,0.15668230362514837,0.39371108547220085,0.3911429856304762,0.002177500763622871,0.002177500763622871,0.002177500763622871,0.0017881343683652973,0.0017881343683652973,0.0017881343683652973,0.17881343683652973,0.0,0.0,0.0024569889815332048,2.320686923433751
227,nan,nan,0.39271308220953915,nan,0.0019781665613862504,0.0019781665613862504,0.0019781665613862504,nan,nan,nan,nan,nan,nan,0.002512669004668456,2.499943635395818
228,0.05319052461316941,0.15311219897885836,0.39431108457476616,0.39174298490972564,0.0021775006831285925,0.0021775006831285925,0.0021775006831285925,0.0017881343140841918,0.0017881343140841918,0.0017881343140841918,0.1788134314084192,0.0,0.0,0.0009138201280233855,2.3503994977592266
229,nan,nan,0.3933130814680742,nan,0.001978166500200384,0.001978166500200384,0.001978166500200384,nan,nan,nan,nan,nan,nan,0.0009211044250160896,2.529702465560019
230,0.048716996716177734,0.15220572716899122,0.39491108381134715,0.3923429842966459,0.0021775006146247007,0.0021775006146247007,0.0021775006146247007,0.0017881342678887715,0.0017881342678887715,0.0017881342678887715,0.17881342678887718,0.0,0.0,0.0013175641784451803,2.364700131716161
231,nan,nan,0.39391308083737164,nan,0.0019781664481306974,0.0019781664481306974,0.0019781664481306974,nan,nan,nan,nan,nan,nan,0.0013331149132225194,2.543860547159874
232,0.044478809523408096,0.15329262091641116,0.3955110831619674,0.3929429837751805,0.002177500556329271,0.002177500556329271,0.002177500556329271,0.001788134228577401,0.001788134228577401,0.001788134228577401,0.17881342285774007,0.0,0.0,0.001374690098597623,2.397389755308453
233,nan,nan,0.3945130803009145,nan,0.001978166403822058,0.001978166403822058,0.001978166403822058,nan,nan,nan,nan,nan,nan,0.0013949692521705807,2.576567146826991
234,0.061680231867218736,0.1523989094633437,0.39611108260962163,0.39354298333166227,0.002177500506724451,0.002177500506724451,0.002177500506724451,0.0017881341951265198,0.0017881341951265198,0.0017881341951265198,0.17881341951265195,0.0,0.0,0.0011407220933910538,2.365968316450286
235,nan,nan,0.3951130798446434,nan,0.00197816636612022,0.00197816636612022,0.00197816636612022,nan,nan,nan,nan,nan,nan,0.0011607246508268138,2.545196540520663
236,0.07893365615674511,0.1480462456728501,0.39671108213983514,0.3941429829544588,0.0021775004645174594,0.0021775004645174594,0.0021775004645174594,0.0017881341666643443,0.0017881341666643443,0.0017881341666643443,0.17881341666643444,0.0,0.0,0.0008214045866398599,2.285687880841257
237,nan,nan,0.3957130794565922,nan,0.0019781663340421433,0.0019781663340421433,0.0019781663340421433,nan,nan,nan,nan,nan,nan,0.0008567833107554601,2.4649977728975623
238,0.0530342030822949,0.144962502337533,0.39731108174028773,0.3947429826336702,0.0021775004286073204,0.0021775004286073204,0.0021775004286073204,0.0017881341424484352,0.0017881341424484352,0.0017881341424484352,0.17881341424484354,0.0,0.0,0.00044036133082975656,2.2733455035045287
239,nan,nan,0.396313079126577,nan,0.001978166306750682,0.001978166306750682,0.001978166306750682,nan,nan,nan,nan,nan,nan,0.00046255115090532427,2.4527026070369593
240,0.04689771764147057,0.14738476090372443,0.39791108140049447,0.3953429823608719,0.0021775003980564985,0.0021775003980564985,0.0021775003980564985,0.0017881341218465678,0.0017881341218465678,0.0017881341218465678,0.17881341218465677,0.0,0.0,0.0009356656079782565,2.285445179638922
241,nan,nan,0.3969130788459312,nan,0.0019781662835329987,0.0019781662835329987,0.0019781662835329987,nan,nan,nan,nan,nan,nan,0.000971124355198313,2.4647618210962268
242,0.053950906889356734,0.15222091545176053,0.3985110811115323,0.39594298212889484,0.002177500372066709,0.002177500372066709,0.002177500372066709,0.0017881341043204202,0.0017881341043204202,0.0017881341043204202,0.17881341043204202,0.0,0.0,0.0016799941490296124,2.2751211556778146
243,nan,nan,0.39751307860728,nan,0.0019781662637821614,0.0019781662637821614,0.0019781662637821614,nan,nan,nan,nan,nan,nan,0.0017323085199169833,2.4545711687932092
244,0.05147103540662176,0.1513013869799431,0.3991110808658085,0.3965429819316392,0.002177500349958294,0.002177500349958294,0.002177500349958294,0.0017881340894116676,0.0017881340894116676,0.0017881340894116676,0.17881340894116676,0.0,0.0,0.002347299284819105,2.2804208279512492
245,nan,nan,0.3981130784043486,nan,0.0019781662469814543,0.0019781662469814543,0.0019781662469814543,nan,nan,nan,nan,nan,nan,0.0024136650600462173,2.4598345287650307
246,0.056715887599309775,0.14955833579360878,0.39971108065686217,0.39714298176391516,0.0021775003311526476,0.0021775003311526476,0.0021775003311526476,0.0017881340767301286,0.0017881340767301286,0.0017881340767301286,0.17881340767301288,0.0,0.0,0.002371256711360656,2.259989215918392
247,nan,nan,0.3987130782317978,nan,0.001978166232691005,0.001978166232691005,0.001978166232691005,nan,nan,nan,nan,nan,nan,0.0024343725563739974,2.439457425391468
248,0.04569257722363462,0.14844722976783703,0.4003110804791965,0.3977429816213072,0.002177500315157229,0.002177500315157229,0.002177500315157229,0.0017881340659436594,0.0017881340659436594,0.0017881340659436594,0.17881340659436593,0.0,0.0,0.0026977656915131445,2.281124064038766
249,nan,nan,0.3993130780850854,nan,0.0019781662205363877,0.0019781662205363877,0.0019781662205363877,nan,nan,nan,nan,nan,nan,0.002764748668476495,2.4605951870163567
250,0.0602432737759101,0.15258000749720255,0.4009110803281346,0.39834298150005903,0.002177500301552798,0.002177500301552798,0.002177500301552798,0.0017881340567695463,0.0017881340567695463,0.0017881340567695463,0.17881340567695467,0.0,0.0,0.003498603839610282,2.2514732922227285
251,nan,nan,0.3999130779603471,nan,0.00197816621019891,0.00197816621019891,0.00197816621019891,nan,nan,nan,nan,nan,nan,0.0035821533970442332,2.430895016964585
252,0.06713907669033178,0.14622480246306185,0.40151108019969795,0.3989429813969753,0.002177500289982529,0.002177500289982529,0.002177500289982529,0.0017881340489671652,0.0017881340489671652,0.0017881340489671652,0.17881340489671657,0.0,0.0,0.003391914879140024,2.199238518819693
253,nan,nan,0.4005130778542958,nan,0.001978166201407338,0.001978166201407338,0.001978166201407338,nan,nan,nan,nan,nan,nan,0.0034685132709284124,2.378510695436567
254,0.0305073163736932,0.16136382918798026,0.402111080090502,0.399542981309338,0.0021775002801427464,0.0021775002801427464,0.0021775002801427464,0.0017881340423317334,0.0017881340423317334,0.0017881340423317334,0.17881340423317332,0.0,0.0,0.0035968227488261477,2.283563476141145
255,nan,nan,0.4011130777641353,nan,0.0019781661939308466,0.0019781661939308466,0.0019781661939308466,nan,nan,nan,nan,nan,nan,0.003674884562302194,2.4627642055143086
